ts_utc,open,high,low,close,volume
2026-08-05T14:00:00Z,154.3900,155.1500,151.9019,153.3600,1812440
2026-08-05T14:30:00Z,153.2000,153.3550,150.3000,152.6550,1375476
2026-08-05T15:00:00Z,152.7000,154.3400,152.2800,154.0000,1071840
2026-08-05T15:30:00Z,153.9850,155.2600,152.7750,153.6500,1243772
2026-08-05T16:00:00Z,153.6800,155.8500,153.2700,155.8350,756241
2026-08-05T16:30:00Z,155.8350,155.9500,153.6900,153.8519,697500
2026-08-05T17:00:00Z,153.8500,154.0050,151.6100,152.6250,698425
2026-08-05T17:30:00Z,152.5800,152.7557,151.9600,152.3800,399003
2026-08-05T18:00:00Z,152.3800,152.8000,151.8300,152.6100,427529
2026-08-05T18:30:00Z,152.6688,152.6800,151.8300,152.0000,453259
2026-08-05T19:00:00Z,152.0000,152.8900,151.2000,151.6400,835335
2026-08-05T19:30:00Z,151.7200,152.1600,150.6600,151.0500,1470407
